Marca temporal,¿Cuál es su edad?,¿Cuál es su nivel educativo?,¿Cuál es su ocupación?,¿En qué tipo de vivienda reside?,¿Cuál es su nivel de ingresos mensual?,¿En qué área o zona de la ciudad reside?,¿Qué dispositivos electrónicos posee actualmente? ,¿Con qué frecuencia actualiza o reemplaza estos dispositivos?,¿Cuántos dispositivos electrónicos ha adquirido en el último año?,¿Cuántos dispositivos electrónicos tiene en desuso actualmente?,"Cuando un dispositivo electrónico deja de funcionar, ¿cuál es su primera acción?",¿Qué hace con los dispositivos electrónicos cuando ya no los utiliza?,¿Con qué frecuencia lleva sus dispositivos electrónicos al reciclaje?,¿Qué tipo de dispositivos electrónicos ha reciclado en el último año?,¿Qué tipo de dispositivos electrónicos ha desechado en el último año?,¿Está informado sobre los centros de reciclaje para residuos electrónicos en su área?,¿Ha participado alguna vez en campañas de reciclaje de dispositivos electrónicos? ,¿Cuán importante considera el reciclaje de dispositivos electrónicos?,¿Qué barreras enfrenta para reciclar dispositivos electrónicos? ,¿Qué factores le motivarían a reciclar más sus dispositivos electrónicos? ," 
¿Está familiarizado con tecnologías que monitorean el uso de dispositivos electrónicos?",¿Estaría dispuesto a utilizar una aplicación móvil que le ayude a gestionar y reciclar sus dispositivos electrónicos?,¿Qué tan cómodo se sentiría usando aplicaciones o dispositivos que ayudan a gestionar el reciclaje de electrónicos?,¿Qué características le gustaría ver en una aplicación de gestión de residuos electrónicos?,"¿Está familiarizado con el concepto de ""Ciudad Inteligente""?",¿Cuántos dispositivos electrónicos ha reemplazado o reparado en el último año?,¿Qué tipo de prácticas sostenibles sigue con respecto a sus dispositivos electrónicos? 
11/11/2024,18-24 años,Educación universitaria,Estudiante,Casa,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,0,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Ninguno,Consola de videojuegos,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso",No,1,No conozco sobre prácticas sostenibles
11/11/2024,25-34 años,Educación universitaria,Trabajador a tiempo parcial,Casa,Menos de $400,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,0,1,Intenta repararlo usted mismo,Los tira a la basura,A veces,Ninguno,Televisor,No,No,Importante,Falta de información,"Mayor información sobre cómo y dónde reciclar, Garantía de que los datos personales serán eliminados de forma segura",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos",No,1,Reutilización
11/11/2024,18-24 años,Educación universitaria,Trabajador a tiempo parcial,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Consola de videojuegos,Baterías,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reparación
11/11/2024,25-34 años,Educación universitaria,Estudiante,Casa,Menos de $400,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos",Cada 6-10 años,1,1,Intenta repararlo usted mismo,Los guarda,A veces,Tablet,Teléfono móvil básico,No,Si,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Garantía de que los datos personales serán eliminados de forma segura",No,Si,Muy cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reciclaje
11/11/2024,25-34 años,Educación técnica o tecnológica,Estudiante,Apartamento,$400 - $800,Norte,"Computadora, Teléfono movil inteligente, Teléfono móvil básico, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,1,Lo lleva a un servicio técnico,Los guarda,A veces,Computadora,Tablet,No,No,Importante,Falta de información,Mayor información sobre cómo y dónde reciclar,No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reparación
11/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo parcial,Casa,Menos de $400,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,1,Lo lleva a un servicio técnico,Los guarda,A veces,Teléfono móvil inteligente,Baterías,No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reciclaje
11/11/2024,25-34 años,Educación universitaria,Trabajador a tiempo parcial,Casa,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos",Cada 6-10 años,1,0,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Computadora,Teléfono móvil básico,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Garantía de que los datos personales serán eliminados de forma segura",No,Si,Cómodo,Información sobre puntos de reciclaje cercanos,No,1,No conozco sobre prácticas sostenibles
11/11/2024,25-34 años,Educación universitaria,Trabajador a tiempo parcial,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los guarda,A veces,Computadora,Consola de videojuegos,No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reciclaje
11/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo completo,Apartamento,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,0,1,Lo lleva a un servicio técnico,Los guarda,A veces,Consola de videojuegos,Baterías,No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,Recordatorios para reciclar dispositivos en desuso,No,1,Reparación
12/11/2024,25-34 años,Educación universitaria,Trabajador a tiempo completo,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Ninguno,"Electrodomésticos inteligentes (nevera, lavadora, etc.)",No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,1,Reutilización
12/11/2024,18-24 años,Educación técnica o tecnológica,Trabajador a tiempo parcial,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los guarda,A veces,Consola de videojuegos,Tablet,No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reciclaje
12/11/2024,25-34 años,Educación universitaria,Estudiante,Apartamento,No genero ingreso,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,2,1,Lo lleva a un servicio técnico,Los guarda,A veces,Computadora,Consola de videojuegos,No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reciclaje
12/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo parcial,Casa,No genero ingreso,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,0,1,Intenta repararlo usted mismo,Los guarda,A veces,Ninguno,Baterías,No,No,Importante,Falta de centros de reciclaje,Mayor información sobre cómo y dónde reciclar,No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,No sigo prácticas sostenibles
12/11/2024,25-34 años,Educación universitaria,Estudiante,Casa,No genero ingreso,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,0,Lo lleva a un servicio técnico,Los guarda,A veces,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,No,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reparación
12/11/2024,25-34 años,Educación técnica o tecnológica,Estudiante,Apartamento,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Intenta repararlo usted mismo,Los tira a la basura,A veces,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar",No,1,No sigo prácticas sostenibles
12/11/2024,25-34 años,Educación universitaria,Estudiante,Apartamento,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,0,0,Intenta repararlo usted mismo,Los guarda,A veces,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,No conozco sobre prácticas sostenibles
12/11/2024,18-24 años,Educación universitaria,Estudiante,Apartamento,Menos de $400,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Intenta repararlo usted mismo,Los guarda,A veces,Consola de videojuegos,Teléfono móvil inteligente,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reciclaje
12/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo parcial,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Lo guarda sin usar,Los guarda,A veces,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso",No,1,No conozco sobre prácticas sostenibles
12/11/2024,25-34 años,Educación universitaria,Trabajador a tiempo completo,Apartamento,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,0,1,Intenta repararlo usted mismo,Los guarda,A veces,"Televisor, Computadora, Baterías, Teléfono móvil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Computadora,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reutilización
12/11/2024,25-34 años,Educación técnica o tecnológica,Estudiante,Apartamento,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Intenta repararlo usted mismo,Los guarda,A veces,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,No sigo prácticas sostenibles
12/11/2024,25-34 años,Educación técnica o tecnológica,Estudiante,Apartamento,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Computadora,Baterías,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,No,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso",No,1,Reciclaje
12/11/2024,25-34 años,Educación universitaria,Trabajador a tiempo parcial,Apartamento,$400 - $800,Sur,"Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Ninguno,"Baterías, Teléfono móvil inteligente",No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso",No,1,No sigo prácticas sostenibles
12/11/2024,25-34 años,Educación universitaria,Estudiante,Apartamento,Menos de $400,Centro,"Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Lo guarda sin usar,Los guarda,A veces,Teléfono móvil inteligente,Computadora,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",Sí,Si,Muy cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reciclaje
12/11/2024,25-34 años,Educación universitaria,Estudiante,Casa,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Televisor,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reciclaje
12/11/2024,25-34 años,Educación universitaria,Estudiante,Casa,No genero ingreso,Centro,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Lo lleva a un servicio técnico,Los guarda,A veces,Ninguno,Teléfono móvil básico,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,No sigo prácticas sostenibles
18/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo completo,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.), Dispositivos de domótica (asistentes de voz, termostatos inteligentes, etc.)",Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los guarda,Nunca,Ninguno,Computadora,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,2,No conozco sobre prácticas sostenibles
18/11/2024,18-24 años,Educación técnica o tecnológica,Estudiante,Casa,No genero ingreso,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Intenta repararlo usted mismo,Los tira a la basura,A veces,Consola de videojuegos,Baterías,No,No,Importante,Falta de centros de reciclaje,Mayor información sobre cómo y dónde reciclar,No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso",No,1,Reciclaje
18/11/2024,18-24 años,Educación universitaria,Trabajador a tiempo parcial,Casa,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,0,0,Lo lleva a un servicio técnico,Los guarda,A veces,Tablet,Consola de videojuegos,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,No,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reutilización
18/11/2024,25-34 años,Educación universitaria,Trabajador a tiempo parcial,Apartamento,Menos de $400,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,0,0,Lo lleva a un servicio técnico,Los guarda,A veces,Ninguno,Tablet,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reparación
18/11/2024,18-24 años,Educación técnica o tecnológica,Estudiante,Casa,No genero ingreso,Norte,Computadora,Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Teléfono móvil básico,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reutilización
18/11/2024,18-24 años,Educación universitaria,Trabajador a tiempo parcial,Casa,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Ninguno,Televisor,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso",No,1,No sigo prácticas sostenibles
18/11/2024,18-24 años,Educación técnica o tecnológica,Trabajador a tiempo parcial,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos",Más de 10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Ninguno,Computadora,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,No conozco sobre prácticas sostenibles
18/11/2024,18-24 años,Educación técnica o tecnológica,Estudiante,Casa,No genero ingreso,Sur,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,Consola de videojuegos,No,No,Importante,Falta de información,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,No conozco sobre prácticas sostenibles
18/11/2024,25-34 años,Educación universitaria,Estudiante,Casa,No genero ingreso,Norte,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Ninguno,Baterías,No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos",No,1,No sigo prácticas sostenibles
20/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo completo,Apartamento,$400 - $800,Centro,"Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,0,0,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,Más puntos de recolección cerca de mi domicilio,No,Si,Cómodo,Recordatorios para reciclar dispositivos en desuso,No,1,Reparación
20/11/2024,18-24 años,Educación técnica o tecnológica,Trabajador a tiempo completo,Apartamento,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Computadora,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,Reutilización
20/11/2024,18-24 años,Educación universitaria,Estudiante,Casa,No genero ingreso,Centro,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,1,1,Lo lleva a un servicio técnico,Los guarda,A veces,Ninguno,Teléfono móvil inteligente,No,No,Importante,Falta de centros de reciclaje,Más puntos de recolección cerca de mi domicilio,No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos",No,1,No conozco sobre prácticas sostenibles
20/11/2024,25-34 años,Educación universitaria,Estudiante,Casa,No genero ingreso,Norte,"Televisor, Computadora, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,0,0,Lo lleva a un servicio técnico,Los guarda,A veces,Ninguno,Ninguno,No,No,Importante,Falta de centros de reciclaje,Más puntos de recolección cerca de mi domicilio,No,Si,Cómodo,"Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos",No,0,No conozco sobre prácticas sostenibles
20/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo completo,Apartamento,Menos de $400,Centro,"Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,0,0,Intenta repararlo usted mismo,Los guarda,A veces,Ninguno,Ninguno,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,"Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar, Consejos para prolongar la vida útil de los dispositivos",No,0,No sigo prácticas sostenibles
20/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo completo,Apartamento,$400 - $800,Norte,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,0,0,Lo lleva a un servicio técnico,Los tira a la basura,Nunca,Ninguno,Ninguno,No,No,Importante,Falta de información,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,Si,Cómodo,Información sobre el impacto ambiental de los dispositivos,No,0,No sigo prácticas sostenibles
20/11/2024,18-24 años,Educación universitaria,Estudiante,Apartamento,Menos de $400,Centro,"Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Más de 10 años,1,1,Intenta repararlo usted mismo,Los guarda,A veces,Ninguno,Ninguno,No,No,Importante,Falta de centros de reciclaje,"Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio",No,No,Cómodo,Información sobre el impacto ambiental de los dispositivos,No,1,No sigo prácticas sostenibles
20/11/2024,25-34 años,Educación técnica o tecnológica,Trabajador a tiempo parcial,Casa,$400 - $800,Sur,"Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.)",Cada 6-10 años,0,0,Lo lleva a un servicio técnico,Los tira a la basura,A veces,Ninguno,Ninguno,No,No,Importante,Falta de centros de reciclaje,"Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar",No,Si,Cómodo,"Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar",No,0,No sigo prácticas sostenibles
